日付,施設（本院に合算）コード,DCF施設コード,品目コード,実績
20250724,F012,F012,00001,21
20250730,F012,F012,00001,8
20250802,F012,F012,00001,14
20250807,F012,F012,00001,34
20250813,F012,F012,00001,17
20250819,F012,F012,00001,11
20250822,F012,F012,00001,16
20250827,F012,F012,00001,11
20250905,F012,F012,00001,26
20250908,F012,F012,00001,18
20250914,F012,F012,00001,25
20250920,F012,F012,00001,31
20250930,F012,F012,00001,23
20251006,F012,F012,00001,11
20251012,F012,F012,00001,10
20251016,F012,F012,00001,12
20251020,F012,F012,00001,37
20251028,F012,F012,00001,31
20251104,F012,F012,00001,41
20251113,F012,F012,00001,14
20251118,F012,F012,00001,25
20251129,F012,F012,00001,44
20251203,F012,F012,00001,23
20251208,F012,F012,00001,3
20251218,F012,F012,00001,31
20251222,F012,F012,00001,43
20251230,F012,F012,00001,34
20230418,F013,F013,00001,131
20230516,F013,F013,00001,115
20230601,F013,F013,00001,119
20230727,F013,F013,00001,161
20230830,F013,F013,00001,128
20230919,F013,F013,00001,152
20231031,F013,F013,00001,153
20231116,F013,F013,00001,150
20231208,F013,F013,00001,153
20240126,F013,F013,00001,184
20240210,F013,F013,00001,111
20240221,F013,F013,00001,64
20240306,F013,F013,00001,114
20240325,F013,F013,00001,77
20240416,F013,F013,00001,179
20240505,F013,F013,00001,154
20240602,F013,F013,00001,203
20240704,F013,F013,00001,177
20240822,F013,F013,00001,203
20240903,F013,F013,00001,224
20241022,F013,F013,00001,190
20241126,F013,F013,00001,214
20241218,F013,F013,00001,168
20250122,F013,F013,00001,179
20250207,F013,F013,00001,212
20250325,F013,F013,00001,210
20250406,F013,F013,00001,252
20250501,F013,F013,00001,240
20250623,F013,F013,00001,241
20250706,F013,F013,00001,237
20250807,F013,F013,00001,210
20250918,F013,F013,00001,202
20251007,F013,F013,00001,232
20251115,F013,F013,00001,243
20251209,F013,F013,00001,141
20251226,F013,F013,00001,116
20230412,F014,F014,00001,20
20230507,F014,F014,00001,20
20230522,F014,F014,00001,43
20230610,F014,F014,00001,35
20230622,F014,F014,00001,10
20230709,F014,F014,00001,11
20230724,F014,F014,00001,18
20230806,F014,F014,00001,56
20230825,F014,F014,00001,16
20230904,F014,F014,00001,23
20230914,F014,F014,00001,18
20230925,F014,F014,00001,35
20231018,F014,F014,00001,64
20231107,F014,F014,00001,23
20231125,F014,F014,00001,79
20231210,F014,F014,00001,37
20231223,F014,F014,00001,39
20240114,F014,F014,00001,85
20240220,F014,F014,00001,70
20240302,F014,F014,00001,95
20240416,F014,F014,00001,65
20240509,F014,F014,00001,50
20240523,F014,F014,00001,29
20240607,F014,F014,00001,85
20240623,F014,F014,00001,15
20240706,F014,F014,00001,51
20240725,F014,F014,00001,45
20240805,F014,F014,00001,33
20240818,F014,F014,00001,23
20240826,F014,F014,00001,54
20240906,F014,F014,00001,127
20241010,F014,F014,00001,39
20241022,F014,F014,00001,74
20241109,F014,F014,00001,54
20241121,F014,F014,00001,61
20241207,F014,F014,00001,34
20241216,F014,F014,00001,21
20241225,F014,F014,00001,24
20250109,F014,F014,00001,75
20250124,F014,F014,00001,53
20250204,F014,F014,00001,60
20250213,F014,F014,00001,48
20250225,F014,F014,00001,20
20250306,F014,F014,00001,46
20250324,F014,F014,00001,29
20250407,F014,F014,00001,28
20250417,F014,F014,00001,10
20250427,F014,F014,00001,37
20250508,F014,F014,00001,75
20250523,F014,F014,00001,29
20250614,F014,F014,00001,140
20250704,F014,F014,00001,35
20250718,F014,F014,00001,34
20250725,F014,F014,00001,70
20250816,F014,F014,00001,132
20250909,F014,F014,00001,54
20250924,F014,F014,00001,62
20251005,F014,F014,00001,46
20251014,F014,F014,00001,35
20251025,F014,F014,00001,70
20251107,F014,F014,00001,66
20251125,F014,F014,00001,61
20251207,F014,F014,00001,109
20251223,F014,F014,00001,46
20230403,F015,F015,00001,22
20230411,F015,F015,00001,10
20230418,F015,F015,00001,8
20230420,F015,F015,00001,10
20230426,F015,F015,00001,35
20230505,F015,F015,00001,22
20230511,F015,F015,00001,17
20230520,F015,F015,00001,9
20230526,F015,F015,00001,25
20230606,F015,F015,00001,24
20230610,F015,F015,00001,18
20230618,F015,F015,00001,11
20230621,F015,F015,00001,25
20230630,F015,F015,00001,22
20230705,F015,F015,00001,6
20230710,F015,F015,00001,13
20230713,F015,F015,00001,2
20230719,F015,F015,00001,59
20230726,F015,F015,00001,19
20230731,F015,F015,00001,9
20230802,F015,F015,00001,25
20230812,F015,F015,00001,22
20230820,F015,F015,00001,25
20230828,F015,F015,00001,14
20230904,F015,F015,00001,16
20230909,F015,F015,00001,9
20230917,F015,F015,00001,20
20230921,F015,F015,00001,18
20230929,F015,F015,00001,27
20231005,F015,F015,00001,27
20231011,F015,F015,00001,38
20231015,F015,F015,00001,36
20231022,F015,F015,00001,24
20231026,F015,F015,00001,17
20231106,F015,F015,00001,53
20231113,F015,F015,00001,38
20231120,F015,F015,00001,37
20231129,F015,F015,00001,36
20231205,F015,F015,00001,26
20231210,F015,F015,00001,20
20231214,F015,F015,00001,30
20231221,F015,F015,00001,4
20231226,F015,F015,00001,40
20231231,F015,F015,00001,14
20240104,F015,F015,00001,56
20240108,F015,F015,00001,34
20240117,F015,F015,00001,53
20240123,F015,F015,00001,39
20240130,F015,F015,00001,32
20240205,F015,F015,00001,34
20240209,F015,F015,00001,21
20240217,F015,F015,00001,22
20240219,F015,F015,00001,37
20240225,F015,F015,00001,56
20240302,F015,F015,00001,23
20240310,F015,F015,00001,14
20240318,F015,F015,00001,33
20240320,F015,F015,00001,34
20240326,F015,F015,00001,54
20240402,F015,F015,00001,30
20240410,F015,F015,00001,20
20240414,F015,F015,00001,44
20240418,F015,F015,00001,22
20240422,F015,F015,00001,19
20240427,F015,F015,00001,47
20240502,F015,F015,00001,11
20240508,F015,F015,00001,26
20240511,F015,F015,00001,59
20240520,F015,F015,00001,31
20240524,F015,F015,00001,22
20240528,F015,F015,00001,42
20240604,F015,F015,00001,104
20240612,F015,F015,00001,45
20240620,F015,F015,00001,17
20240627,F015,F015,00001,31
20240706,F015,F015,00001,65
20240711,F015,F015,00001,36
20240720,F015,F015,00001,24
20240726,F015,F015,00001,65
20240803,F015,F015,00001,47
20240809,F015,F015,00001,46
20240815,F015,F015,00001,10
20240821,F015,F015,00001,21
20240824,F015,F015,00001,30
20240828,F015,F015,00001,32
20240904,F015,F015,00001,23
20240907,F015,F015,00001,21
20240911,F015,F015,00001,59
20240917,F015,F015,00001,25
20240921,F015,F015,00001,42
20240927,F015,F015,00001,13
20241002,F015,F015,00001,44
20241011,F015,F015,00001,59
20241015,F015,F015,00001,49
20241024,F015,F015,00001,10
20241030,F015,F015,00001,35
20241105,F015,F015,00001,85
20241112,F015,F015,00001,4
20241114,F015,F015,00001,46
20241121,F015,F015,00001,30
20241129,F015,F015,00001,51
20241201,F015,F015,00001,46
20241208,F015,F015,00001,15
20241212,F015,F015,00001,38
20241220,F015,F015,00001,16
20241226,F015,F015,00001,27
20241230,F015,F015,00001,67
20250103,F015,F015,00001,39
20250110,F015,F015,00001,26
20250115,F015,F015,00001,39
20250119,F015,F015,00001,63
20250122,F015,F015,00001,12
20250131,F015,F015,00001,21
20250205,F015,F015,00001,46
20250207,F015,F015,00001,32
20250213,F015,F015,00001,22
20250221,F015,F015,00001,33
20250228,F015,F015,00001,85
20250302,F015,F015,00001,48
20250312,F015,F015,00001,29
20250319,F015,F015,00001,88
20250326,F015,F015,00001,61
20250403,F015,F015,00001,53
20250407,F015,F015,00001,71
20250413,F015,F015,00001,24
20250420,F015,F015,00001,7
20250421,F015,F015,00001,65
20250430,F015,F015,00001,25
20250504,F015,F015,00001,59
20250509,F015,F015,00001,29
20250517,F015,F015,00001,30
20250524,F015,F015,00001,26
20250528,F015,F015,00001,54
20250604,F015,F015,00001,20
20250610,F015,F015,00001,60
20250611,F015,F015,00001,40
20250618,F015,F015,00001,33
20250621,F015,F015,00001,61
20250629,F015,F015,00001,35
20250701,F015,F015,00001,13
20250708,F015,F015,00001,72
20250711,F015,F015,00001,87
20250720,F015,F015,00001,30
20250725,F015,F015,00001,18
20250730,F015,F015,00001,25
20250803,F015,F015,00001,69
20250811,F015,F015,00001,66
20250821,F015,F015,00001,62
20250830,F015,F015,00001,64
20250903,F015,F015,00001,48
20250911,F015,F015,00001,30
20250915,F015,F015,00001,67
20250922,F015,F015,00001,70
20250927,F015,F015,00001,51
20251005,F015,F015,00001,121
20251013,F015,F015,00001,35
20251020,F015,F015,00001,44
20251027,F015,F015,00001,41
20251102,F015,F015,00001,38
20251110,F015,F015,00001,47
20251114,F015,F015,00001,6
20251116,F015,F015,00001,58
20251121,F015,F015,00001,56
20251129,F015,F015,00001,34
20251205,F015,F015,00001,39
20251210,F015,F015,00001,27
20251212,F015,F015,00001,79
20251220,F015,F015,00001,28
20251226,F015,F015,00001,40
20251230,F015,F015,00001,46
20230403,F016,F016,00001,8
20230410,F016,F016,00001,18
20230420,F016,F016,00001,29
20230428,F016,F016,00001,39
20230504,F016,F016,00001,37
20230516,F016,F016,00001,40
20230524,F016,F016,00001,31
20230604,F016,F016,00001,33
20230618,F016,F016,00001,13
20230626,F016,F016,00001,49
20230706,F016,F016,00001,36
20230713,F016,F016,00001,41
20230720,F016,F016,00001,45
20230726,F016,F016,00001,9
20230802,F016,F016,00001,34
20230812,F016,F016,00001,15
20230822,F016,F016,00001,48
20230828,F016,F016,00001,9
20230904,F016,F016,00001,15
20230911,F016,F016,00001,7
20230915,F016,F016,00001,12
20230921,F016,F016,00001,20
20230930,F016,F016,00001,31
20231005,F016,F016,00001,41
20231013,F016,F016,00001,33
20231022,F016,F016,00001,21
20231029,F016,F016,00001,34
20231105,F016,F016,00001,42
20231117,F016,F016,00001,23
20231124,F016,F016,00001,58
20231207,F016,F016,00001,77
20231214,F016,F016,00001,32
20231226,F016,F016,00001,19
20240105,F016,F016,00001,20
20240112,F016,F016,00001,32
20240114,F016,F016,00001,17
20240123,F016,F016,00001,29
20240128,F016,F016,00001,14
20240206,F016,F016,00001,38
20240211,F016,F016,00001,16
20240219,F016,F016,00001,52
20240228,F016,F016,00001,17
20240303,F016,F016,00001,54
20240312,F016,F016,00001,21
20240320,F016,F016,00001,23
20240328,F016,F016,00001,11
20240402,F016,F016,00001,43
20240412,F016,F016,00001,23
20240419,F016,F016,00001,14
20240429,F016,F016,00001,24
20240504,F016,F016,00001,44
20240517,F016,F016,00001,45
20240524,F016,F016,00001,25
20240606,F016,F016,00001,38
20240609,F016,F016,00001,12
20240617,F016,F016,00001,28
20240623,F016,F016,00001,9
20240626,F016,F016,00001,7
20240705,F016,F016,00001,20
20240711,F016,F016,00001,21
20240717,F016,F016,00001,23
20240721,F016,F016,00001,19
20240728,F016,F016,00001,33
20240807,F016,F016,00001,107
20240816,F016,F016,00001,10
20240826,F016,F016,00001,11
20240902,F016,F016,00001,36
20240914,F016,F016,00001,31
20240917,F016,F016,00001,37
20240927,F016,F016,00001,26
20241005,F016,F016,00001,26
20241009,F016,F016,00001,7
20241017,F016,F016,00001,14
20241024,F016,F016,00001,19
20241026,F016,F016,00001,35
20241104,F016,F016,00001,35
20241114,F016,F016,00001,19
20241120,F016,F016,00001,67
20241128,F016,F016,00001,30
20241203,F016,F016,00001,29
20241211,F016,F016,00001,48
20241219,F016,F016,00001,27
20241229,F016,F016,00001,35
20250104,F016,F016,00001,19
20250110,F016,F016,00001,29
20250117,F016,F016,00001,23
20250124,F016,F016,00001,29
20250129,F016,F016,00001,14
20250205,F016,F016,00001,21
20250210,F016,F016,00001,59
20250216,F016,F016,00001,26
20250227,F016,F016,00001,42
20250306,F016,F016,00001,15
20250310,F016,F016,00001,16
20250321,F016,F016,00001,17
20250329,F016,F016,00001,49
20250405,F016,F016,00001,23
20250408,F016,F016,00001,7
20250417,F016,F016,00001,39
20250424,F016,F016,00001,30
20250426,F016,F016,00001,34
20250506,F016,F016,00001,8
20250510,F016,F016,00001,40
20250521,F016,F016,00001,49
20250528,F016,F016,00001,28
20250607,F016,F016,00001,54
20250614,F016,F016,00001,46
20250628,F016,F016,00001,72
20250702,F016,F016,00001,47
20250712,F016,F016,00001,32
20250715,F016,F016,00001,35
20250721,F016,F016,00001,18
20250730,F016,F016,00001,10
20250803,F016,F016,00001,31
20250812,F016,F016,00001,25
20250820,F016,F016,00001,43
20250829,F016,F016,00001,28
20250908,F016,F016,00001,43
20250917,F016,F016,00001,69
20250925,F016,F016,00001,55
20251006,F016,F016,00001,25
20251013,F016,F016,00001,26
20251020,F016,F016,00001,10
20251028,F016,F016,00001,36
20251105,F016,F016,00001,22
20251112,F016,F016,00001,8
20251119,F016,F016,00001,73
20251125,F016,F016,00001,22
20251204,F016,F016,00001,57
20251211,F016,F016,00001,42
20251218,F016,F016,00001,30
20251227,F016,F016,00001,26
20230403,F017,F017,00001,64
20230412,F017,F017,00001,16
20230420,F017,F017,00001,17
20230428,F017,F017,00001,25
20230502,F017,F017,00001,29
20230510,F017,F017,00001,20
20230520,F017,F017,00001,30
20230529,F017,F017,00001,35
20230605,F017,F017,00001,13
20230611,F017,F017,00001,53
20230619,F017,F017,00001,23
20230625,F017,F017,00001,18
20230706,F017,F017,00001,36
20230711,F017,F017,00001,27
20230716,F017,F017,00001,29
20230720,F017,F017,00001,8
20230726,F017,F017,00001,30
20230804,F017,F017,00001,23
20230808,F017,F017,00001,29
20230816,F017,F017,00001,8
20230822,F017,F017,00001,7
20230827,F017,F017,00001,48
20230902,F017,F017,00001,23
20230912,F017,F017,00001,15
20230917,F017,F017,00001,46
20230929,F017,F017,00001,18
20231003,F017,F017,00001,6
20231010,F017,F017,00001,34
20231015,F017,F017,00001,3
20231024,F017,F017,00001,43
20231029,F017,F017,00001,32
20231104,F017,F017,00001,11
20231113,F017,F017,00001,23
20231117,F017,F017,00001,41
20231125,F017,F017,00001,57
20231204,F017,F017,00001,25
20231216,F017,F017,00001,55
20231224,F017,F017,00001,31
20240103,F017,F017,00001,16
20240110,F017,F017,00001,7
20240119,F017,F017,00001,35
20240127,F017,F017,00001,53
20240202,F017,F017,00001,27
20240209,F017,F017,00001,23
20240221,F017,F017,00001,51
20240226,F017,F017,00001,28
20240306,F017,F017,00001,23
20240312,F017,F017,00001,45
20240322,F017,F017,00001,27
20240328,F017,F017,00001,43
20240403,F017,F017,00001,13
20240410,F017,F017,00001,21
20240418,F017,F017,00001,56
20240427,F017,F017,00001,64
20240503,F017,F017,00001,27
20240514,F017,F017,00001,18
20240518,F017,F017,00001,50
20240526,F017,F017,00001,37
20240602,F017,F017,00001,24
20240613,F017,F017,00001,22
20240620,F017,F017,00001,65
20240626,F017,F017,00001,17
20240702,F017,F017,00001,28
20240712,F017,F017,00001,85
20240722,F017,F017,00001,22
20240726,F017,F017,00001,25
20240806,F017,F017,00001,36
20240814,F017,F017,00001,36
20240818,F017,F017,00001,34
20240828,F017,F017,00001,29
20240905,F017,F017,00001,76
20240917,F017,F017,00001,37
20240928,F017,F017,00001,12
20241007,F017,F017,00001,71
20241015,F017,F017,00001,26
20241025,F017,F017,00001,38
20241104,F017,F017,00001,35
20241113,F017,F017,00001,50
20241119,F017,F017,00001,39
20241129,F017,F017,00001,22
20241204,F017,F017,00001,55
20241218,F017,F017,00001,25
20241226,F017,F017,00001,55
20250104,F017,F017,00001,25
20250108,F017,F017,00001,53
20250116,F017,F017,00001,23
20250123,F017,F017,00001,17
20250127,F017,F017,00001,17
20250201,F017,F017,00001,15
20250210,F017,F017,00001,24
20250216,F017,F017,00001,18
20250219,F017,F017,00001,24
20250224,F017,F017,00001,49
20250306,F017,F017,00001,40
20250310,F017,F017,00001,35
20250320,F017,F017,00001,27
20250330,F017,F017,00001,43
20250406,F017,F017,00001,33
20250414,F017,F017,00001,37
20250420,F017,F017,00001,41
20250429,F017,F017,00001,20
20250504,F017,F017,00001,16
20250510,F017,F017,00001,74
20250519,F017,F017,00001,10
20250530,F017,F017,00001,42
20250604,F017,F017,00001,47
20250616,F017,F017,00001,45
20250627,F017,F017,00001,62
20250703,F017,F017,00001,51
20250712,F017,F017,00001,14
20250722,F017,F017,00001,21
20250729,F017,F017,00001,49
20250806,F017,F017,00001,23
20250810,F017,F017,00001,39
20250821,F017,F017,00001,41
20250828,F017,F017,00001,8
20250908,F017,F017,00001,63
20250915,F017,F017,00001,33
20250928,F017,F017,00001,47
20251002,F017,F017,00001,17
20251011,F017,F017,00001,75
20251016,F017,F017,00001,14
20251021,F017,F017,00001,26
20251026,F017,F017,00001,19
20251103,F017,F017,00001,72
20251112,F017,F017,00001,20
20251121,F017,F017,00001,44
20251129,F017,F017,00001,33
20251204,F017,F017,00001,26
20251212,F017,F017,00001,35
20251220,F017,F017,00001,88
20251227,F017,F017,00001,52
20230406,F018,F018,00001,18
20230416,F018,F018,00001,29
20230428,F018,F018,00001,48
20230509,F018,F018,00001,29
20230526,F018,F018,00001,48
20230606,F018,F018,00001,18
20230623,F018,F018,00001,58
20230707,F018,F018,00001,46
20230715,F018,F018,00001,6
20230727,F018,F018,00001,48
20230804,F018,F018,00001,10
20230814,F018,F018,00001,23
20230825,F018,F018,00001,64
20230904,F018,F018,00001,62
20230914,F018,F018,00001,24
20230924,F018,F018,00001,24
20231006,F018,F018,00001,40
20231022,F018,F018,00001,57
20231105,F018,F018,00001,41
20231116,F018,F018,00001,16
20231127,F018,F018,00001,59
20231216,F018,F018,00001,76
20240110,F018,F018,00001,62
20240122,F018,F018,00001,28
20240206,F018,F018,00001,42
20240223,F018,F018,00001,71
20240306,F018,F018,00001,69
20240326,F018,F018,00001,21
20240408,F018,F018,00001,41
20240421,F018,F018,00001,25
20240508,F018,F018,00001,59
20240523,F018,F018,00001,56
20240607,F018,F018,00001,78
20240625,F018,F018,00001,25
20240703,F018,F018,00001,85
20240808,F018,F018,00001,39
20240824,F018,F018,00001,84
20240906,F018,F018,00001,39
20240923,F018,F018,00001,64
20241010,F018,F018,00001,60
20241022,F018,F018,00001,7
20241106,F018,F018,00001,98
20241122,F018,F018,00001,22
20241209,F018,F018,00001,80
20241226,F018,F018,00001,45
20250105,F018,F018,00001,10
20250116,F018,F018,00001,43
20250127,F018,F018,00001,34
20250210,F018,F018,00001,22
20250222,F018,F018,00001,110
20250305,F018,F018,00001,40
20250318,F018,F018,00001,42
20250325,F018,F018,00001,49
20250410,F018,F018,00001,80
20250423,F018,F018,00001,45
20250509,F018,F018,00001,63
20250526,F018,F018,00001,71
20250606,F018,F018,00001,52
20250624,F018,F018,00001,79
20250710,F018,F018,00001,76
20250725,F018,F018,00001,39
20250806,F018,F018,00001,65
20250826,F018,F018,00001,126
20250913,F018,F018,00001,145
20251008,F018,F018,00001,83
20251026,F018,F018,00001,32
20251104,F018,F018,00001,17
20251114,F018,F018,00001,32
20251124,F018,F018,00001,76
20251210,F018,F018,00001,43
20251226,F018,F018,00001,83
20230407,F019,F019,00001,17
20230425,F019,F019,00001,22
20230510,F019,F019,00001,50
20230523,F019,F019,00001,6
20230607,F019,F019,00001,31
20230622,F019,F019,00001,30
20230710,F019,F019,00001,28
20230723,F019,F019,00001,34
20230810,F019,F019,00001,37
20230823,F019,F019,00001,23
20230908,F019,F019,00001,28
20230918,F019,F019,00001,17
20230925,F019,F019,00001,14
20231008,F019,F019,00001,18
20231022,F019,F019,00001,35
20231129,F019,F019,00001,60
20231225,F019,F019,00001,87
20240109,F019,F019,00001,22
20240126,F019,F019,00001,24
20240226,F019,F019,00001,64
20240306,F019,F019,00001,39
20240323,F019,F019,00001,24
20240406,F019,F019,00001,16
20240418,F019,F019,00001,11
20240425,F019,F019,00001,24
20240508,F019,F019,00001,29
20240516,F019,F019,00001,17
20240525,F019,F019,00001,17
20240607,F019,F019,00001,22
20240625,F019,F019,00001,34
20240709,F019,F019,00001,33
20240723,F019,F019,00001,37
20240809,F019,F019,00001,80
20240823,F019,F019,00001,18
20240906,F019,F019,00001,14
20240925,F019,F019,00001,24
20241006,F019,F019,00001,25
